Zip Code,Size AGI,Adjusted Gross Income,,,,,
95824,"$100,000 under $200,000",19412,,,,,
95824,"$200,000 or more",,,,,,
95825,"$1 under $25,000",88286,,,,,
95825,"$25,000 under $50,000",129358,,,,,
95825,"$50,000 under $75,000",103940,,,,,
95825,"$75,000 under $100,000",66743,,,,,
95825,"$100,000 under $200,000",105370,,,,,
95825,"$200,000 or more",98097,,,,,
95826,"$1 under $25,000",79154,,,,,
95826,"$25,000 under $50,000",161619,,,,,
95826,"$50,000 under $75,000",164416,,,,,
95826,"$75,000 under $100,000",130046,,,,,
95826,"$100,000 under $200,000",183420,,,,,
95826,"$200,000 or more",42758,,,,,
95827,"$1 under $25,000",46449,,,,,
95827,"$25,000 under $50,000",106561,,,,,
95827,"$50,000 under $75,000",91888,,,,,
95827,"$75,000 under $100,000",65564,,,,,
95827,"$100,000 under $200,000",74706,,,,,
95827,"$200,000 or more",24793,,,,,
95828,"$1 under $25,000",143229,,,,,
95828,"$25,000 under $50,000",245079,,,,,
95828,"$50,000 under $75,000",179742,,,,,
95828,"$75,000 under $100,000",117048,,,,,
95828,"$100,000 under $200,000",123629,,,,,
95828,"$200,000 or more",29145,,,,,
95829,"$1 under $25,000",45641,,,,,
95829,"$25,000 under $50,000",91289,,,,,
95829,"$50,000 under $75,000",106298,,,,,
95829,"$75,000 under $100,000",98557,,,,,
95829,"$100,000 under $200,000",210403,,,,,
95829,"$200,000 or more",74079,,,,,
95830,"$1 under $25,000",1307,,,,,
95830,"$25,000 under $50,000",2765,,,,,
95830,"$50,000 under $75,000",3155,,,,,
95830,"$75,000 under $100,000",2629,,,,,
95830,"$100,000 under $200,000",9643,,,,,
95830,"$200,000 or more",7321,,,,,
95831,"$1 under $25,000",71828,,,,,
95831,"$25,000 under $50,000",185350,,,,,
95831,"$50,000 under $75,000",213775,,,,,
95831,"$75,000 under $100,000",198736,,,,,
95831,"$100,000 under $200,000",451601,,,,,
95831,"$200,000 or more",253264,,,,,
95832,"$1 under $25,000",31565,,,,,
95832,"$25,000 under $50,000",44380,,,,,
95832,"$50,000 under $75,000",23962,,,,,
95832,"$75,000 under $100,000",9611,,,,,
95832,"$100,000 under $200,000",9210,,,,,
95832,"$200,000 or more",,,,,,
95833,"$1 under $25,000",85136,,,,,
95833,"$25,000 under $50,000",183710,,,,,
95833,"$50,000 under $75,000",155107,,,,,
95833,"$75,000 under $100,000",108545,,,,,
95833,"$100,000 under $200,000",146928,,,,,
95833,"$200,000 or more",44315,,,,,
95834,"$1 under $25,000",56007,,,,,
95834,"$25,000 under $50,000",115705,,,,,
95834,"$50,000 under $75,000",108010,,,,,
95834,"$75,000 under $100,000",78917,,,,,
95834,"$100,000 under $200,000",123929,,,,,
95834,"$200,000 or more",66527,,,,,
95835,"$1 under $25,000",50304,,,,,
95835,"$25,000 under $50,000",133000,,,,,
95835,"$50,000 under $75,000",175134,,,,,
95835,"$75,000 under $100,000",180460,,,,,
95835,"$100,000 under $200,000",359202,,,,,
95835,"$200,000 or more",120865,,,,,
95837,"$1 under $25,000",536,,,,,
95837,"$25,000 under $50,000",3020,,,,,
95837,"$50,000 under $75,000",,,,,,
95837,"$75,000 under $100,000",,,,,,
95837,"$100,000 under $200,000",11522,,,,,
95837,"$200,000 or more",,,,,,
95838,"$1 under $25,000",98141,,,,,
95838,"$25,000 under $50,000",142454,,,,,
95838,"$50,000 under $75,000",86157,,,,,
95838,"$75,000 under $100,000",43758,,,,,
95838,"$100,000 under $200,000",36325,,,,,
95838,"$200,000 or more",,,,,,
95841,"$1 under $25,000",53281,,,,,
95841,"$25,000 under $50,000",86433,,,,,
95841,"$50,000 under $75,000",63534,,,,,
95841,"$75,000 under $100,000",45019,,,,,
95841,"$100,000 under $200,000",51290,,,,,
95841,"$200,000 or more",34964,,,,,
95842,"$1 under $25,000",80981,,,,,
95842,"$25,000 under $50,000",139040,,,,,
95842,"$50,000 under $75,000",109726,,,,,
95842,"$75,000 under $100,000",67369,,,,,
95842,"$100,000 under $200,000",63628,,,,,
95842,"$200,000 or more",,,,,,
95843,"$1 under $25,000",83837,,,,,
95843,"$25,000 under $50,000",182694,,,,,
95843,"$50,000 under $75,000",198163,,,,,
95843,"$75,000 under $100,000",169967,,,,,
95843,"$100,000 under $200,000",238351,,,,,
95843,"$200,000 or more",29022,,,,,
95864,"$1 under $25,000",36421,,,,,
95864,"$25,000 under $50,000",75737,,,,,
95864,"$50,000 under $75,000",91761,,,,,
95864,"$75,000 under $100,000",98576,,,,,
95864,"$100,000 under $200,000",280809,,,,,
95864,"$200,000 or more",614266,,,,,
95901,"$1 under $25,000",74608,,,,,
95901,"$25,000 under $50,000",114672,,,,,
95901,"$50,000 under $75,000",101209,,,,,
95901,"$75,000 under $100,000",70267,,,,,
95901,"$100,000 under $200,000",91461,,,,,
95901,"$200,000 or more",20686,,,,,
95903,"$1 under $25,000",6612,,,,,
95903,"$25,000 under $50,000",6836,,,,,
95903,"$50,000 under $75,000",3602,,,,,
95903,"$75,000 under $100,000",2740,,,,,
95903,"$100,000 under $200,000",3334,,,,,
95903,"$200,000 or more",,,,,,
95912,"$1 under $25,000",11619,,,,,
95912,"$25,000 under $50,000",23948,,,,,
95912,"$50,000 under $75,000",16235,,,,,
95912,"$75,000 under $100,000",11788,,,,,
95912,"$100,000 under $200,000",15806,,,,,
95912,"$200,000 or more",29373,,,,,
95914,"$1 under $25,000",1828,,,,,
95914,"$25,000 under $50,000",2698,,,,,
95914,"$50,000 under $75,000",4614,,,,,
95914,"$75,000 under $100,000",2270,,,,,
95914,"$100,000 under $200,000",2702,,,,,
95914,"$200,000 or more",,,,,,
95916,"$1 under $25,000",3129,,,,,
95916,"$25,000 under $50,000",4372,,,,,
95916,"$50,000 under $75,000",4077,,,,,
95916,"$75,000 under $100,000",3429,,,,,
95916,"$100,000 under $200,000",5117,,,,,
95916,"$200,000 or more",,,,,,
95917,"$1 under $25,000",7196,,,,,
95917,"$25,000 under $50,000",11387,,,,,
95917,"$50,000 under $75,000",11049,,,,,
95917,"$75,000 under $100,000",9444,,,,,
95917,"$100,000 under $200,000",9868,,,,,
95917,"$200,000 or more",9807,,,,,
95918,"$1 under $25,000",3311,,,,,
95918,"$25,000 under $50,000",7267,,,,,
95918,"$50,000 under $75,000",8171,,,,,
95918,"$75,000 under $100,000",10464,,,,,
95918,"$100,000 under $200,000",20854,,,,,
95918,"$200,000 or more",8663,,,,,
95919,"$1 under $25,000",2442,,,,,
95919,"$25,000 under $50,000",4889,,,,,
95919,"$50,000 under $75,000",4541,,,,,
95919,"$75,000 under $100,000",3124,,,,,
95919,"$100,000 under $200,000",7531,,,,,
95919,"$200,000 or more",,,,,,
95920,"$1 under $25,000",772,,,,,
95920,"$25,000 under $50,000",5589,,,,,
95920,"$50,000 under $75,000",,,,,,
95920,"$75,000 under $100,000",,,,,,
95920,"$100,000 under $200,000",,,,,,
95920,"$200,000 or more",,,,,,
95922,"$1 under $25,000",1232,,,,,
95922,"$25,000 under $50,000",1654,,,,,
95922,"$50,000 under $75,000",4972,,,,,
95922,"$75,000 under $100,000",,,,,,
95922,"$100,000 under $200,000",,,,,,
95922,"$200,000 or more",,,,,,
95925,"$1 under $25,000",1244,,,,,
95925,"$25,000 under $50,000",,,,,,
95925,"$50,000 under $75,000",3069,,,,,
95925,"$75,000 under $100,000",,,,,,
95925,"$100,000 under $200,000",,,,,,
95925,"$200,000 or more",,,,,,
95926,"$1 under $25,000",75823,,,,,
95926,"$25,000 under $50,000",110696,,,,,
95926,"$50,000 under $75,000",105557,,,,,
95926,"$75,000 under $100,000",99584,,,,,
95926,"$100,000 under $200,000",153719,,,,,
95926,"$200,000 or more",75529,,,,,
95928,"$1 under $25,000",71849,,,,,
95928,"$25,000 under $50,000",103007,,,,,
95928,"$50,000 under $75,000",100354,,,,,
95928,"$75,000 under $100,000",86614,,,,,
95928,"$100,000 under $200,000",174402,,,,,
95928,"$200,000 or more",204757,,,,,
95932,"$1 under $25,000",17323,,,,,
95932,"$25,000 under $50,000",32396,,,,,
95932,"$50,000 under $75,000",25875,,,,,
95932,"$75,000 under $100,000",20639,,,,,
95932,"$100,000 under $200,000",38327,,,,,
95932,"$200,000 or more",33242,,,,,
95934,"$1 under $25,000",678,,,,,
95934,"$25,000 under $50,000",3841,,,,,
95934,"$50,000 under $75,000",,,,,,
95934,"$75,000 under $100,000",,,,,,
95934,"$100,000 under $200,000",,,,,,
95934,"$200,000 or more",,,,,,
95935,"$1 under $25,000",1784,,,,,
95935,"$25,000 under $50,000",2315,,,,,
95935,"$50,000 under $75,000",1964,,,,,
95935,"$75,000 under $100,000",3657,,,,,
95935,"$100,000 under $200,000",,,,,,
95935,"$200,000 or more",0,,,,,
95938,"$1 under $25,000",7686,,,,,
95938,"$25,000 under $50,000",15851,,,,,
95938,"$50,000 under $75,000",15563,,,,,
95938,"$75,000 under $100,000",14807,,,,,
95938,"$100,000 under $200,000",33025,,,,,
95938,"$200,000 or more",26587,,,,,
95939,"$1 under $25,000",810,,,,,
95939,"$25,000 under $50,000",1440,,,,,
95939,"$50,000 under $75,000",4036,,,,,
95939,"$75,000 under $100,000",,,,,,
95939,"$100,000 under $200,000",,,,,,
95939,"$200,000 or more",,,,,,
95941,"$1 under $25,000",880,,,,,
95941,"$25,000 under $50,000",1506,,,,,
95941,"$50,000 under $75,000",3365,,,,,
95941,"$75,000 under $100,000",,,,,,
95941,"$100,000 under $200,000",,,,,,
95941,"$200,000 or more",,,,,,
95942,"$1 under $25,000",2597,,,,,
95942,"$25,000 under $50,000",4817,,,,,
95942,"$50,000 under $75,000",6100,,,,,
95942,"$75,000 under $100,000",7186,,,,,
95942,"$100,000 under $200,000",16040,,,,,
95942,"$200,000 or more",,,,,,
95943,"$1 under $25,000",1539,,,,,
95943,"$25,000 under $50,000",3328,,,,,
95943,"$50,000 under $75,000",4560,,,,,
95943,"$75,000 under $100,000",,,,,,
95943,"$100,000 under $200,000",6380,,,,,
95943,"$200,000 or more",11308,,,,,
95945,"$1 under $25,000",59607,,,,,
95945,"$25,000 under $50,000",94068,,,,,
95945,"$50,000 under $75,000",90517,,,,,
95945,"$75,000 under $100,000",72715,,,,,
95945,"$100,000 under $200,000",120599,,,,,
95945,"$200,000 or more",77822,,,,,
95946,"$1 under $25,000",17519,,,,,
95946,"$25,000 under $50,000",37848,,,,,
95946,"$50,000 under $75,000",45452,,,,,
95946,"$75,000 under $100,000",43444,,,,,
95946,"$100,000 under $200,000",83316,,,,,
95946,"$200,000 or more",45189,,,,,
95947,"$1 under $25,000",3570,,,,,
95947,"$25,000 under $50,000",6349,,,,,
95947,"$50,000 under $75,000",6075,,,,,
95947,"$75,000 under $100,000",6036,,,,,
95947,"$100,000 under $200,000",6850,,,,,
95947,"$200,000 or more",,,,,,
95948,"$1 under $25,000",24716,,,,,
95948,"$25,000 under $50,000",43364,,,,,
95948,"$50,000 under $75,000",32041,,,,,
95948,"$75,000 under $100,000",24593,,,,,
95948,"$100,000 under $200,000",35819,,,,,
95948,"$200,000 or more",21168,,,,,
95949,"$1 under $25,000",35479,,,,,
95949,"$25,000 under $50,000",67423,,,,,
95949,"$50,000 under $75,000",81850,,,,,
95949,"$75,000 under $100,000",84661,,,,,
95949,"$100,000 under $200,000",152442,,,,,
95949,"$200,000 or more",70390,,,,,
95953,"$1 under $25,000",24980,,,,,
95953,"$25,000 under $50,000",38569,,,,,
95953,"$50,000 under $75,000",29920,,,,,
95953,"$75,000 under $100,000",19104,,,,,
95953,"$100,000 under $200,000",23506,,,,,
95953,"$200,000 or more",13689,,,,,
95954,"$1 under $25,000",24400,,,,,
95954,"$25,000 under $50,000",43319,,,,,
95954,"$50,000 under $75,000",39677,,,,,
95954,"$75,000 under $100,000",32106,,,,,
95954,"$100,000 under $200,000",33518,,,,,
95954,"$200,000 or more",5683,,,,,
95957,"$1 under $25,000",1534,,,,,
95957,"$25,000 under $50,000",2897,,,,,
95957,"$50,000 under $75,000",3802,,,,,
95957,"$75,000 under $100,000",2031,,,,,
95957,"$100,000 under $200,000",6828,,,,,
95957,"$200,000 or more",,,,,,
95959,"$1 under $25,000",37256,,,,,
95959,"$25,000 under $50,000",61473,,,,,
95959,"$50,000 under $75,000",71733,,,,,
95959,"$75,000 under $100,000",68182,,,,,
95959,"$100,000 under $200,000",142943,,,,,
95959,"$200,000 or more",123087,,,,,
95960,"$1 under $25,000",3543,,,,,
95960,"$25,000 under $50,000",4326,,,,,
95960,"$50,000 under $75,000",8036,,,,,
95960,"$75,000 under $100,000",,,,,,
95960,"$100,000 under $200,000",,,,,,
95960,"$200,000 or more",,,,,,
95961,"$1 under $25,000",51419,,,,,
95961,"$25,000 under $50,000",89672,,,,,
95961,"$50,000 under $75,000",79847,,,,,
95961,"$75,000 under $100,000",56260,,,,,
95961,"$100,000 under $200,000",64075,,,,,
95961,"$200,000 or more",7652,,,,,
95962,"$1 under $25,000",3186,,,,,
95962,"$25,000 under $50,000",5147,,,,,
95962,"$50,000 under $75,000",5889,,,,,
95962,"$75,000 under $100,000",4998,,,,,
95962,"$100,000 under $200,000",15196,,,,,
95962,"$200,000 or more",,,,,,
95963,"$1 under $25,000",35962,,,,,
95963,"$25,000 under $50,000",62525,,,,,
95963,"$50,000 under $75,000",46765,,,,,
95963,"$75,000 under $100,000",34726,,,,,
95963,"$100,000 under $200,000",38898,,,,,
95963,"$200,000 or more",16930,,,,,
95965,"$1 under $25,000",45301,,,,,
95965,"$25,000 under $50,000",61957,,,,,
95965,"$50,000 under $75,000",44503,,,,,
95965,"$75,000 under $100,000",32764,,,,,
95965,"$100,000 under $200,000",35198,,,,,
95965,"$200,000 or more",19737,,,,,
95966,"$1 under $25,000",60729,,,,,
95966,"$25,000 under $50,000",97183,,,,,
95966,"$50,000 under $75,000",89165,,,,,
95966,"$75,000 under $100,000",73674,,,,,
95966,"$100,000 under $200,000",90403,,,,,
95966,"$200,000 or more",30863,,,,,
95968,"$1 under $25,000",5754,,,,,
95968,"$25,000 under $50,000",7806,,,,,
95968,"$50,000 under $75,000",5750,,,,,
95968,"$75,000 under $100,000",5346,,,,,
95968,"$100,000 under $200,000",,,,,,
95968,"$200,000 or more",,,,,,
95969,"$1 under $25,000",59272,,,,,
95969,"$25,000 under $50,000",97801,,,,,
95969,"$50,000 under $75,000",90089,,,,,
95969,"$75,000 under $100,000",76034,,,,,
95969,"$100,000 under $200,000",120232,,,,,
95969,"$200,000 or more",57678,,,,,
95970,"$1 under $25,000",1104,,,,,
95970,"$25,000 under $50,000",2198,,,,,
95970,"$50,000 under $75,000",3377,,,,,
95970,"$75,000 under $100,000",,,,,,
95970,"$100,000 under $200,000",10040,,,,,
95970,"$200,000 or more",,,,,,
95971,"$1 under $25,000",12658,,,,,
95971,"$25,000 under $50,000",24859,,,,,
95971,"$50,000 under $75,000",26710,,,,,
95971,"$75,000 under $100,000",23089,,,,,
95971,"$100,000 under $200,000",31188,,,,,
95971,"$200,000 or more",12038,,,,,
95973,"$1 under $25,000",66341,,,,,
95973,"$25,000 under $50,000",116103,,,,,
95973,"$50,000 under $75,000",117588,,,,,
95973,"$75,000 under $100,000",112808,,,,,
95973,"$100,000 under $200,000",193837,,,,,
95973,"$200,000 or more",119477,,,,,
95975,"$1 under $25,000",4046,,,,,
95975,"$25,000 under $50,000",7307,,,,,
95975,"$50,000 under $75,000",6621,,,,,
95975,"$75,000 under $100,000",5993,,,,,
95975,"$100,000 under $200,000",15683,,,,,
95975,"$200,000 or more",,,,,,
95977,"$1 under $25,000",2907,,,,,
95977,"$25,000 under $50,000",5712,,,,,
95977,"$50,000 under $75,000",6683,,,,,
95977,"$75,000 under $100,000",5491,,,,,
95977,"$100,000 under $200,000",9250,,,,,
95977,"$200,000 or more",,,,,,
95979,"$1 under $25,000",764,,,,,
95979,"$25,000 under $50,000",1755,,,,,
95979,"$50,000 under $75,000",2106,,,,,
95979,"$75,000 under $100,000",3524,,,,,
95979,"$100,000 under $200,000",,,,,,
95979,"$200,000 or more",,,,,,
95982,"$1 under $25,000",6175,,,,,
95982,"$25,000 under $50,000",13062,,,,,
95982,"$50,000 under $75,000",15395,,,,,
95982,"$75,000 under $100,000",10514,,,,,
95982,"$100,000 under $200,000",19747,,,,,
95982,"$200,000 or more",11423,,,,,
95983,"$1 under $25,000",876,,,,,
95983,"$25,000 under $50,000",2045,,,,,
95983,"$50,000 under $75,000",5517,,,,,
95983,"$75,000 under $100,000",,,,,,
95983,"$100,000 under $200,000",,,,,,
95983,"$200,000 or more",0,,,,,
95987,"$1 under $25,000",16830,,,,,
95987,"$25,000 under $50,000",32534,,,,,
95987,"$50,000 under $75,000",20593,,,,,
95987,"$75,000 under $100,000",9795,,,,,
95987,"$100,000 under $200,000",13641,,,,,
95987,"$200,000 or more",9615,,,,,
95988,"$1 under $25,000",19211,,,,,
95988,"$25,000 under $50,000",34251,,,,,
95988,"$50,000 under $75,000",29932,,,,,
95988,"$75,000 under $100,000",24230,,,,,
95988,"$100,000 under $200,000",33686,,,,,
95988,"$200,000 or more",23758,,,,,
95991,"$1 under $25,000",94249,,,,,
95991,"$25,000 under $50,000",136656,,,,,
95991,"$50,000 under $75,000",118580,,,,,
95991,"$75,000 under $100,000",89390,,,,,
95991,"$100,000 under $200,000",124281,,,,,
95991,"$200,000 or more",54587,,,,,
95993,"$1 under $25,000",68718,,,,,
95993,"$25,000 under $50,000",130188,,,,,
95993,"$50,000 under $75,000",129073,,,,,
95993,"$75,000 under $100,000",125509,,,,,
95993,"$100,000 under $200,000",212250,,,,,
95993,"$200,000 or more",102482,,,,,
96001,"$1 under $25,000",68007,,,,,
96001,"$25,000 under $50,000",106187,,,,,
96001,"$50,000 under $75,000",113576,,,,,
96001,"$75,000 under $100,000",104336,,,,,
96001,"$100,000 under $200,000",184693,,,,,
96001,"$200,000 or more",149320,,,,,
96002,"$1 under $25,000",75864,,,,,
96002,"$25,000 under $50,000",116587,,,,,
96002,"$50,000 under $75,000",105477,,,,,
96002,"$75,000 under $100,000",86538,,,,,
96002,"$100,000 under $200,000",128154,,,,,
96002,"$200,000 or more",66626,,,,,
96003,"$1 under $25,000",91024,,,,,
96003,"$25,000 under $50,000",158215,,,,,
96003,"$50,000 under $75,000",155111,,,,,
96003,"$75,000 under $100,000",132468,,,,,
96003,"$100,000 under $200,000",188308,,,,,
96003,"$200,000 or more",79815,,,,,
96006,"$1 under $25,000",1153,,,,,
96006,"$25,000 under $50,000",2398,,,,,
96006,"$50,000 under $75,000",4826,,,,,
96006,"$75,000 under $100,000",,,,,,
96006,"$100,000 under $200,000",,,,,,
96006,"$200,000 or more",0,,,,,
96007,"$1 under $25,000",52623,,,,,
96007,"$25,000 under $50,000",83433,,,,,
96007,"$50,000 under $75,000",75348,,,,,
96007,"$75,000 under $100,000",53172,,,,,
96007,"$100,000 under $200,000",48504,,,,,
96007,"$200,000 or more",20200,,,,,
96008,"$1 under $25,000",3867,,,,,
96008,"$25,000 under $50,000",6508,,,,,
96008,"$50,000 under $75,000",6052,,,,,
96008,"$75,000 under $100,000",6242,,,,,
96008,"$100,000 under $200,000",14540,,,,,
96008,"$200,000 or more",,,,,,
96013,"$1 under $25,000",8138,,,,,
96013,"$25,000 under $50,000",15845,,,,,
96013,"$50,000 under $75,000",16886,,,,,
96013,"$75,000 under $100,000",10883,,,,,
96013,"$100,000 under $200,000",19108,,,,,
96013,"$200,000 or more",,,,,,
96015,"$1 under $25,000",1092,,,,,
96015,"$25,000 under $50,000",5344,,,,,
96015,"$50,000 under $75,000",,,,,,
96015,"$75,000 under $100,000",,,,,,
96015,"$100,000 under $200,000",,,,,,
96015,"$200,000 or more",,,,,,
96016,"$1 under $25,000",453,,,,,
96016,"$25,000 under $50,000",1096,,,,,
96016,"$50,000 under $75,000",5163,,,,,
96016,"$75,000 under $100,000",,,,,,
96016,"$100,000 under $200,000",,,,,,
96016,"$200,000 or more",,,,,,
96019,"$1 under $25,000",22336,,,,,
96019,"$25,000 under $50,000",36669,,,,,
96019,"$50,000 under $75,000",30540,,,,,
96019,"$75,000 under $100,000",21945,,,,,
96019,"$100,000 under $200,000",24372,,,,,
96019,"$200,000 or more",,,,,,
96020,"$1 under $25,000",6983,,,,,
96020,"$25,000 under $50,000",10175,,,,,
96020,"$50,000 under $75,000",11918,,,,,
96020,"$75,000 under $100,000",10729,,,,,
96020,"$100,000 under $200,000",18376,,,,,
96020,"$200,000 or more",,,,,,
96021,"$1 under $25,000",38930,,,,,
96021,"$25,000 under $50,000",58871,,,,,
96021,"$50,000 under $75,000",40546,,,,,
96021,"$75,000 under $100,000",25853,,,,,
96021,"$100,000 under $200,000",28329,,,,,
96021,"$200,000 or more",10958,,,,,
96022,"$1 under $25,000",31264,,,,,
96022,"$25,000 under $50,000",56293,,,,,
96022,"$50,000 under $75,000",59240,,,,,
96022,"$75,000 under $100,000",49219,,,,,
96022,"$100,000 under $200,000",73199,,,,,
96022,"$200,000 or more",20628,,,,,
96023,"$1 under $25,000",3418,,,,,
